INFO: main: created ego vehicle vehicle.tesla.model3 with id 24
INFO: main: waiting for 3 seconds (60 ticks)
INFO: main: created sensor.other.imu
INFO: main: waiting for 10 seconds (200 ticks)
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=1478, timestamp=16.785166, accelerometer=Vector3D(x=-0.006213, y=0.000010, z=9.809999), gyroscope=Vector3D(x=-0.000001, y=-0.003937, z=-0.000000), compass=3.147422), transform: Transform(Location(x=99.417870, y=-8.778645, z=0.001878), Rotation(pitch=-0.036282, yaw=90.334061, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2404, timestamp=63.085167, accelerometer=Vector3D(x=21.444963, y=-0.103538, z=9.797999), gyroscope=Vector3D(x=0.000106, y=-0.001065, z=0.031580), compass=1.572242), transform: Transform(Location(x=18.319319, y=-60.908195, z=0.001498), Rotation(pitch=0.058945, yaw=0.082863, roll=0.000222))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2406, timestamp=63.185167, accelerometer=Vector3D(x=21.498772, y=-0.103348, z=9.795173), gyroscope=Vector3D(x=-0.000015, y=0.000040, z=0.028871), compass=1.571993), transform: Transform(Location(x=19.237310, y=-60.907330, z=0.001475), Rotation(pitch=0.062831, yaw=0.068538, roll=0.000840))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2408, timestamp=63.285167, accelerometer=Vector3D(x=13.520289, y=-0.217509, z=9.837797), gyroscope=Vector3D(x=0.000128, y=0.003899, z=0.034931), compass=1.571519), transform: Transform(Location(x=20.189081, y=-60.906982, z=0.001551), Rotation(pitch=0.049867, yaw=0.041397, roll=0.001436))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2410, timestamp=63.385167, accelerometer=Vector3D(x=-1.637878, y=-0.197540, z=9.842236), gyroscope=Vector3D(x=0.000057, y=0.004946, z=0.036648), compass=1.570951), transform: Transform(Location(x=21.136749, y=-60.907124, z=0.001706), Rotation(pitch=0.023448, yaw=0.008867, roll=0.001711))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2412, timestamp=63.485167, accelerometer=Vector3D(x=-12.028363, y=-0.212914, z=9.814931), gyroscope=Vector3D(x=-0.000041, y=0.004894, z=0.038840), compass=1.570373), transform: Transform(Location(x=22.054348, y=-60.907787, z=0.001877), Rotation(pitch=-0.005560, yaw=-0.024261, roll=0.001872))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2414, timestamp=63.585167, accelerometer=Vector3D(x=-18.542356, y=-0.163990, z=9.788019), gyroscope=Vector3D(x=0.000080, y=0.003448, z=0.044166), compass=1.569919), transform: Transform(Location(x=22.925602, y=-60.908817, z=0.002015), Rotation(pitch=-0.029206, yaw=-0.050262, roll=0.001334))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2416, timestamp=63.685167, accelerometer=Vector3D(x=-20.332619, y=0.002635, z=9.774692), gyroscope=Vector3D(x=-0.000155, y=0.002102, z=0.049206), compass=1.569824), transform: Transform(Location(x=23.746044, y=-60.909790, z=0.002106), Rotation(pitch=-0.044553, yaw=-0.055695, roll=0.000631))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2418, timestamp=63.785167, accelerometer=Vector3D(x=-20.487192, y=0.031594, z=9.774553), gyroscope=Vector3D(x=-0.000092, y=0.000737, z=0.053832), compass=1.569897), transform: Transform(Location(x=24.515293, y=-60.910637, z=0.002154), Rotation(pitch=-0.052886, yaw=-0.051514, roll=-0.000031))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2420, timestamp=63.885167, accelerometer=Vector3D(x=-17.381582, y=0.140111, z=9.774041), gyroscope=Vector3D(x=-0.000228, y=-0.000340, z=0.057857), compass=1.570221), transform: Transform(Location(x=25.241108, y=-60.911118, z=0.002153), Rotation(pitch=-0.052702, yaw=-0.032959, roll=-0.000610))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2422, timestamp=63.985167, accelerometer=Vector3D(x=-15.032295, y=0.106756, z=9.790641), gyroscope=Vector3D(x=-0.000276, y=-0.000798, z=0.059767), compass=1.570572), transform: Transform(Location(x=25.929365, y=-60.911316, z=0.002136), Rotation(pitch=-0.049833, yaw=-0.012848, roll=-0.000732))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2424, timestamp=64.085167, accelerometer=Vector3D(x=-11.028301, y=0.078462, z=9.788779), gyroscope=Vector3D(x=-0.000211, y=-0.002171, z=0.060904), compass=1.570872), transform: Transform(Location(x=26.590067, y=-60.911324, z=0.002086), Rotation(pitch=-0.041295, yaw=0.004348, roll=-0.000732))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2426, timestamp=64.185167, accelerometer=Vector3D(x=-2.138992, y=0.060695, z=9.787320), gyroscope=Vector3D(x=-0.000227, y=-0.003754, z=0.054961), compass=1.571083), transform: Transform(Location(x=27.245434, y=-60.911175, z=0.001982), Rotation(pitch=-0.023462, yaw=0.016422, roll=-0.000488))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2428, timestamp=64.285167, accelerometer=Vector3D(x=8.001223, y=-0.007686, z=9.797097), gyroscope=Vector3D(x=-0.000044, y=-0.004138, z=0.048891), compass=1.571137), transform: Transform(Location(x=27.920799, y=-60.911049, z=0.001845), Rotation(pitch=-0.000157, yaw=0.019537, roll=-0.000244))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2430, timestamp=64.385167, accelerometer=Vector3D(x=15.067503, y=-0.010259, z=9.807146), gyroscope=Vector3D(x=0.000018, y=-0.003529, z=0.043813), compass=1.571146), transform: Transform(Location(x=28.633829, y=-60.910931, z=0.001715), Rotation(pitch=0.021939, yaw=0.020061, roll=-0.000092))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2432, timestamp=64.485167, accelerometer=Vector3D(x=18.905460, y=-0.028119, z=9.808402), gyroscope=Vector3D(x=0.000109, y=-0.002582, z=0.039784), compass=1.571094), transform: Transform(Location(x=29.394104, y=-60.910862, z=0.001614), Rotation(pitch=0.039212, yaw=0.017028, roll=0.000015))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2434, timestamp=64.585167, accelerometer=Vector3D(x=20.691261, y=-0.029239, z=9.803968), gyroscope=Vector3D(x=0.000088, y=-0.001715, z=0.035424), compass=1.571000), transform: Transform(Location(x=30.206085, y=-60.910870, z=0.001544), Rotation(pitch=0.051192, yaw=0.011646, roll=0.000203))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2436, timestamp=64.685167, accelerometer=Vector3D(x=21.435076, y=-0.077947, z=9.797976), gyroscope=Vector3D(x=0.000134, y=-0.001072, z=0.031173), compass=1.570814), transform: Transform(Location(x=31.071630, y=-60.911057, z=0.001499), Rotation(pitch=0.058869, yaw=0.001006, roll=0.000412))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2438, timestamp=64.785167, accelerometer=Vector3D(x=21.484497, y=-0.064075, z=9.795411), gyroscope=Vector3D(x=0.000185, y=0.000081, z=0.031545), compass=1.570633), transform: Transform(Location(x=31.990858, y=-60.911419, z=0.001476), Rotation(pitch=0.062728, yaw=-0.009338, roll=0.000436))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2440, timestamp=64.885167, accelerometer=Vector3D(x=13.318524, y=-0.056270, z=9.838562), gyroscope=Vector3D(x=0.000190, y=0.003931, z=0.039047), compass=1.570511), transform: Transform(Location(x=32.943359, y=-60.911934, z=0.001553), Rotation(pitch=0.049519, yaw=-0.016357, roll=0.000409))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2442, timestamp=64.985167, accelerometer=Vector3D(x=-1.839791, y=-0.030760, z=9.842111), gyroscope=Vector3D(x=0.000174, y=0.004961, z=0.042229), compass=1.570405), transform: Transform(Location(x=33.891254, y=-60.912521, z=0.001709), Rotation(pitch=0.022977, yaw=-0.022430, roll=0.000222))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2444, timestamp=65.085167, accelerometer=Vector3D(x=-12.208544, y=0.022987, z=9.814496), gyroscope=Vector3D(x=-0.000005, y=0.004875, z=0.045016), compass=1.570427), transform: Transform(Location(x=34.808628, y=-60.913040, z=0.001879), Rotation(pitch=-0.006045, yaw=-0.021179, roll=0.000003))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2446, timestamp=65.185167, accelerometer=Vector3D(x=-18.596304, y=0.016509, z=9.787459), gyroscope=Vector3D(x=-0.000151, y=0.003422, z=0.046906), compass=1.570474), transform: Transform(Location(x=35.679527, y=-60.913506, z=0.002017), Rotation(pitch=-0.029541, yaw=-0.018463, roll=0.000000))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2448, timestamp=65.285167, accelerometer=Vector3D(x=-20.345144, y=-0.001038, z=9.774758), gyroscope=Vector3D(x=-0.000223, y=0.002083, z=0.049693), compass=1.570500), transform: Transform(Location(x=36.499580, y=-60.913952, z=0.002107), Rotation(pitch=-0.044772, yaw=-0.016998, roll=0.000027))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2450, timestamp=65.385167, accelerometer=Vector3D(x=-20.489054, y=0.004335, z=9.774631), gyroscope=Vector3D(x=-0.000272, y=0.000725, z=0.051813), compass=1.570520), transform: Transform(Location(x=37.268433, y=-60.914379, z=0.002155), Rotation(pitch=-0.053009, yaw=-0.015839, roll=0.000023))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2452, timestamp=65.485167, accelerometer=Vector3D(x=-17.360254, y=0.005674, z=9.773900), gyroscope=Vector3D(x=-0.000278, y=-0.000357, z=0.054514), compass=1.570547), transform: Transform(Location(x=37.993908, y=-60.914780, z=0.002153), Rotation(pitch=-0.052736, yaw=-0.014282, roll=0.000003))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2454, timestamp=65.585167, accelerometer=Vector3D(x=-14.982265, y=0.011555, z=9.790763), gyroscope=Vector3D(x=-0.000264, y=-0.000803, z=0.056695), compass=1.570566), transform: Transform(Location(x=38.681950, y=-60.915142, z=0.002136), Rotation(pitch=-0.049772, yaw=-0.013184, roll=0.000000))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2456, timestamp=65.685167, accelerometer=Vector3D(x=-11.007053, y=0.005050, z=9.789106), gyroscope=Vector3D(x=-0.000210, y=-0.002169, z=0.058051), compass=1.570573), transform: Transform(Location(x=39.342491, y=-60.915485, z=0.002086), Rotation(pitch=-0.041261, yaw=-0.012787, roll=-0.000031))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2458, timestamp=65.785167, accelerometer=Vector3D(x=-2.132754, y=0.001981, z=9.787293), gyroscope=Vector3D(x=-0.000129, y=-0.003751, z=0.053609), compass=1.570550), transform: Transform(Location(x=39.997707, y=-60.915817, z=0.001982), Rotation(pitch=-0.023434, yaw=-0.014099, roll=-0.000031))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2460, timestamp=65.885167, accelerometer=Vector3D(x=8.006227, y=0.004698, z=9.797093), gyroscope=Vector3D(x=-0.000026, y=-0.004137, z=0.048306), compass=1.570523), transform: Transform(Location(x=40.672943, y=-60.916149, z=0.001845), Rotation(pitch=-0.000123, yaw=-0.015656, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2462, timestamp=65.985167, accelerometer=Vector3D(x=15.070013, y=-0.005523, z=9.807107), gyroscope=Vector3D(x=0.000063, y=-0.003527, z=0.043919), compass=1.570500), transform: Transform(Location(x=41.385845, y=-60.916508, z=0.001715), Rotation(pitch=0.021966, yaw=-0.016968, roll=-0.000092))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2464, timestamp=66.085167, accelerometer=Vector3D(x=18.907970, y=-0.004024, z=9.808350), gyroscope=Vector3D(x=0.000120, y=-0.002580, z=0.040226), compass=1.570481), transform: Transform(Location(x=42.145996, y=-60.916893, z=0.001614), Rotation(pitch=0.039226, yaw=-0.018066, roll=-0.000092))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2466, timestamp=66.185167, accelerometer=Vector3D(x=20.688770, y=-0.005567, z=9.804001), gyroscope=Vector3D(x=0.000151, y=-0.001714, z=0.036740), compass=1.570462), transform: Transform(Location(x=42.957851, y=-60.917305, z=0.001544), Rotation(pitch=0.051192, yaw=-0.019165, roll=-0.000092))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2468, timestamp=66.285167, accelerometer=Vector3D(x=21.445082, y=-0.004892, z=9.797918), gyroscope=Vector3D(x=0.000159, y=-0.001072, z=0.033008), compass=1.570442), transform: Transform(Location(x=43.823292, y=-60.917747, z=0.001499), Rotation(pitch=0.058876, yaw=-0.020294, roll=-0.000092))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2470, timestamp=66.385167, accelerometer=Vector3D(x=21.475742, y=-0.002393, z=9.795526), gyroscope=Vector3D(x=0.000175, y=0.000077, z=0.033169), compass=1.570443), transform: Transform(Location(x=44.742390, y=-60.918217, z=0.001476), Rotation(pitch=0.062735, yaw=-0.020264, roll=-0.000092))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2472, timestamp=66.485167, accelerometer=Vector3D(x=13.341018, y=-0.010702, z=9.838413), gyroscope=Vector3D(x=0.000191, y=0.003928, z=0.040555), compass=1.570475), transform: Transform(Location(x=45.694828, y=-60.918720, z=0.001553), Rotation(pitch=0.049553, yaw=-0.018402, roll=-0.000092))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2474, timestamp=66.585167, accelerometer=Vector3D(x=-1.823553, y=0.024545, z=9.842152), gyroscope=Vector3D(x=0.000177, y=0.004960, z=0.043706), compass=1.570519), transform: Transform(Location(x=46.642693, y=-60.919170, z=0.001709), Rotation(pitch=0.023018, yaw=-0.015900, roll=-0.000305))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2476, timestamp=66.685167, accelerometer=Vector3D(x=-12.187287, y=0.068739, z=9.814550), gyroscope=Vector3D(x=-0.000007, y=0.004876, z=0.046434), compass=1.570686), transform: Transform(Location(x=47.560093, y=-60.919437, z=0.001879), Rotation(pitch=-0.006011, yaw=-0.006348, roll=-0.000519))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2478, timestamp=66.785167, accelerometer=Vector3D(x=-18.596291, y=0.053323, z=9.787454), gyroscope=Vector3D(x=-0.000225, y=0.003425, z=0.047248), compass=1.570838), transform: Transform(Location(x=48.431015, y=-60.919567, z=0.002017), Rotation(pitch=-0.029506, yaw=0.002376, roll=-0.000305))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2480, timestamp=66.885167, accelerometer=Vector3D(x=-20.341391, y=-0.018865, z=9.774695), gyroscope=Vector3D(x=-0.000249, y=0.002085, z=0.049365), compass=1.570852), transform: Transform(Location(x=49.251102, y=-60.919758, z=0.002107), Rotation(pitch=-0.044738, yaw=0.003184, roll=-0.000031))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2482, timestamp=66.985167, accelerometer=Vector3D(x=-20.492802, y=-0.001605, z=9.774749), gyroscope=Vector3D(x=-0.000262, y=0.000726, z=0.051630), compass=1.570840), transform: Transform(Location(x=50.019978, y=-60.919956, z=0.002155), Rotation(pitch=-0.053009, yaw=0.002505, roll=0.000000))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2484, timestamp=67.085167, accelerometer=Vector3D(x=-17.357752, y=0.008599, z=9.773918), gyroscope=Vector3D(x=-0.000279, y=-0.000355, z=0.054480), compass=1.570859), transform: Transform(Location(x=50.745487, y=-60.920124, z=0.002153), Rotation(pitch=-0.052736, yaw=0.003611, roll=-0.000031))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2486, timestamp=67.185167, accelerometer=Vector3D(x=-14.984760, y=0.011216, z=9.790730), gyroscope=Vector3D(x=-0.000265, y=-0.000803, z=0.056685), compass=1.570877), transform: Transform(Location(x=51.433552, y=-60.920277, z=0.002136), Rotation(pitch=-0.049772, yaw=0.004631, roll=-0.000031))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2488, timestamp=67.285167, accelerometer=Vector3D(x=-11.010801, y=0.005972, z=9.789012), gyroscope=Vector3D(x=-0.000213, y=-0.002169, z=0.058053), compass=1.570884), transform: Transform(Location(x=52.094109, y=-60.920418, z=0.002086), Rotation(pitch=-0.041261, yaw=0.005006, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2490, timestamp=67.385167, accelerometer=Vector3D(x=-2.131504, y=0.000148, z=9.787293), gyroscope=Vector3D(x=-0.000132, y=-0.003752, z=0.053608), compass=1.570861), transform: Transform(Location(x=52.749344, y=-60.920551, z=0.001982), Rotation(pitch=-0.023434, yaw=0.003700, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2492, timestamp=67.485167, accelerometer=Vector3D(x=8.004979, y=0.002211, z=9.797154), gyroscope=Vector3D(x=-0.000025, y=-0.004137, z=0.048305), compass=1.570834), transform: Transform(Location(x=53.424599, y=-60.920689, z=0.001845), Rotation(pitch=-0.000123, yaw=0.002141, roll=-0.000061))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2494, timestamp=67.585167, accelerometer=Vector3D(x=15.071261, y=-0.005203, z=9.807076), gyroscope=Vector3D(x=0.000063, y=-0.003527, z=0.043918), compass=1.570811), transform: Transform(Location(x=54.137520, y=-60.920830, z=0.001715), Rotation(pitch=0.021966, yaw=0.000830, roll=-0.000092))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2496, timestamp=67.685167, accelerometer=Vector3D(x=18.911718, y=-0.002384, z=9.808393), gyroscope=Vector3D(x=0.000120, y=-0.002581, z=0.040225), compass=1.570791), transform: Transform(Location(x=54.897694, y=-60.920979, z=0.001614), Rotation(pitch=0.039226, yaw=-0.000305, roll=-0.000092))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2498, timestamp=67.785167, accelerometer=Vector3D(x=20.683767, y=-0.006989, z=9.803960), gyroscope=Vector3D(x=0.000150, y=-0.001714, z=0.036739), compass=1.570772), transform: Transform(Location(x=55.709564, y=-60.921146, z=0.001544), Rotation(pitch=0.051192, yaw=-0.001373, roll=-0.000092))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2500, timestamp=67.885167, accelerometer=Vector3D(x=21.442577, y=0.003463, z=9.797981), gyroscope=Vector3D(x=0.000158, y=-0.001071, z=0.033008), compass=1.570752), transform: Transform(Location(x=56.575012, y=-60.921310, z=0.001499), Rotation(pitch=0.058876, yaw=-0.002533, roll=-0.000092))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2502, timestamp=67.985167, accelerometer=Vector3D(x=21.478237, y=-0.025728, z=9.795509), gyroscope=Vector3D(x=0.000086, y=0.000077, z=0.031980), compass=1.570713), transform: Transform(Location(x=57.494133, y=-60.921543, z=0.001476), Rotation(pitch=0.062728, yaw=-0.004791, roll=0.000138))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2504, timestamp=68.085167, accelerometer=Vector3D(x=13.336032, y=-0.089660, z=9.838373), gyroscope=Vector3D(x=0.000164, y=0.003928, z=0.038651), compass=1.570578), transform: Transform(Location(x=58.446571, y=-60.922005, z=0.001553), Rotation(pitch=0.049546, yaw=-0.012512, roll=0.000411))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2506, timestamp=68.185167, accelerometer=Vector3D(x=-1.823531, y=-0.045708, z=9.842090), gyroscope=Vector3D(x=0.000185, y=0.004960, z=0.041994), compass=1.570433), transform: Transform(Location(x=59.394444, y=-60.922577, z=0.001709), Rotation(pitch=0.023011, yaw=-0.020844, roll=0.000252))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2508, timestamp=68.285167, accelerometer=Vector3D(x=-12.191038, y=0.023201, z=9.814596), gyroscope=Vector3D(x=-0.000005, y=0.004877, z=0.044965), compass=1.570444), transform: Transform(Location(x=60.311836, y=-60.923084, z=0.001879), Rotation(pitch=-0.006011, yaw=-0.020203, roll=0.000002))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2510, timestamp=68.385167, accelerometer=Vector3D(x=-18.599802, y=0.429244, z=9.787539), gyroscope=Vector3D(x=0.001767, y=0.003436, z=0.073630), compass=1.571379), transform: Transform(Location(x=61.182739, y=-60.922546, z=0.002017), Rotation(pitch=-0.029541, yaw=0.033406, roll=-0.005280))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2512, timestamp=68.485167, accelerometer=Vector3D(x=-20.372429, y=1.803860, z=9.774301), gyroscope=Vector3D(x=0.000220, y=0.002100, z=0.092319), compass=1.575189), transform: Transform(Location(x=62.002720, y=-60.917728, z=0.002107), Rotation(pitch=-0.044799, yaw=0.251660, roll=-0.011108))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2514, timestamp=68.585167, accelerometer=Vector3D(x=-20.492123, y=1.464976, z=9.774223), gyroscope=Vector3D(x=-0.000421, y=0.000740, z=0.092715), compass=1.579482), transform: Transform(Location(x=62.771454, y=-60.909695, z=0.002155), Rotation(pitch=-0.053036, yaw=0.497666, roll=-0.011780))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2516, timestamp=68.685167, accelerometer=Vector3D(x=-17.357796, y=1.196251, z=9.773742), gyroscope=Vector3D(x=-0.000392, y=-0.000343, z=0.092591), compass=1.583433), transform: Transform(Location(x=63.496784, y=-60.899227, z=0.002154), Rotation(pitch=-0.052736, yaw=0.724026, roll=-0.011322))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2518, timestamp=68.785167, accelerometer=Vector3D(x=-14.972387, y=0.826504, z=9.790685), gyroscope=Vector3D(x=-0.001730, y=-0.000797, z=0.073901), compass=1.586514), transform: Transform(Location(x=64.184677, y=-60.887283, z=0.002136), Rotation(pitch=-0.049772, yaw=0.900574, roll=-0.007080))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2520, timestamp=68.885167, accelerometer=Vector3D(x=-11.009059, y=-0.179115, z=9.789068), gyroscope=Vector3D(x=-0.000567, y=-0.002168, z=0.063317), compass=1.587425), transform: Transform(Location(x=64.845085, y=-60.876247, z=0.002086), Rotation(pitch=-0.041261, yaw=0.952729, roll=-0.002777))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2522, timestamp=68.985167, accelerometer=Vector3D(x=-2.224577, y=1.484184, z=9.787268), gyroscope=Vector3D(x=0.011306, y=-0.003519, z=0.178169), compass=1.591020), transform: Transform(Location(x=65.499855, y=-60.861626, z=0.001983), Rotation(pitch=-0.023742, yaw=1.158733, roll=-0.023285))
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2524, timestamp=69.085167, accelerometer=Vector3D(x=7.270622, y=9.611735, z=9.788246), gyroscope=Vector3D(x=0.003327, y=-0.003773, z=0.291813), compass=1.611667), transform: Transform(Location(x=66.171806, y=-60.822273, z=0.001852), Rotation(pitch=-0.001373, yaw=2.341704, roll=-0.063171))
INFO: main: destroying actors
INFO: on_measurement: ImuDataBuffer: received IMU measurement with data IMUMeasurement(frame=2526, timestamp=69.185167, accelerometer=Vector3D(x=14.739159, y=7.825747, z=9.796214), gyroscope=Vector3D(x=-0.000610, y=-0.003256, z=0.287887), compass=1.636875), transform: Transform(Location(x=66.879234, y=-60.760994, z=0.001723), Rotation(pitch=0.020634, yaw=3.786038, roll=-0.068390))
INFO: main: done
